Baumnummer;Bereich;Haus-Nr;Genauer Standort;Sicherheitserwartung;Benutzer;Campus;St-Du (cm);St-U (cm);Höhe (m);Kronen-DM (m);Pflanzjahr;nächste Kontrolle;Verkehrssicherheit;Sonstiges;Bewertung Wurzeln;Bewertung Stamm;Bewertung Krone;Art deutsch;Art botanisch;Kronenform;Vitalität;Physiologie;GUID_Baum;Baumfläche;RW;HW;Kontrolldatum;Symptome Wurzeln;Symptome Stamm;Symptome Krone;Maßnahme
1077;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;26;82;15;8;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;5fe01933-4684-4e28-89f7-370a199cdd60;;3458320,04412564;5439653,83847554;07.06.2018;;;01-Verletzung;
1078;01;;Präsidium ;1-höher;SVBüro-Strasser;Nord;96;302;20;8;1960;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;1-leichte Schäden;Mammutbaum;Sequoiadendron giganteum;1-normal;2-geschwächt;2-Erwachsener Baum;9f48fbcb-69cb-48bc-bf6f-cb0ccc9d891f;;3458312,68625126;5439652,32295107;24.05.2018;05-Bodenauftrag;01-Verletzung;08-Wipfeldürre, 09-Blattverfärbung;
1079;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;42;132;17;14;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;cb247262-dc39-4bd6-8138-11190994f5f1;;3458317,21812564;5439659,19947554;07.06.2018;;;02-Höhlung;
1080;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;60;188;17;12;1960;2019-03;1-verkehrssicher;Erhebliche Verletzung/Höhlung an mittlerem Stämmling auf Zugseite (4m);0-keine Schäden;0-keine Schäden;3-erhebliche Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;4-Schadbaum;88701667-6b8d-41a3-afda-da8fa2d20fc7;;3458323,88512564;5439657,24447554;24.05.2018;;;01-Verletzung, 02-Höhlung;
1081;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;37;116;17;10;1980;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;75696fdf-caa7-4739-845b-697c31d8f1b7;;3458330,68012565;5439656,15147554;07.06.2018;01-Verletzung;;;
1082;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;35;110;16;12;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Spitz-Ahorn;Acer platanoides;1-normal;3-sehr geschwächt;2-Erwachsener Baum;5bb64748-8d14-446f-903e-0eb43dcdc209;;3458337,21112566;5439654,68547554;07.06.2018;;;08-Wipfeldürre;
1083;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;35;110;16;12;1980;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;36e454e9-6375-4899-a5ac-42ed82ebcf42;;3458334,17812565;5439669,14947555;07.06.2018;01-Verletzung;01-Verletzung;;
1084;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;44;138;24;10;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;6226126c-7104-4f7f-b17f-179b1ea7de18;;3458331,19712565;5439669,26647554;07.06.2018;;;14-Baumfremder Bewuchs;
1085;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;38;119;24;8;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;d16b0ab9-355e-4e73-a705-7b06db06f2d7;;3458325,46812564;5439667,62947555;07.06.2018;;;14-Baumfremder Bewuchs;
1086;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;48;151;24;11;1960;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;6f6de2a5-604c-4825-852c-3d901ad84744;;3458321,78512564;5439666,46047555;25.03.2018;;01-Verletzung;11-Astab-/ausbruch;
1087;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;29;91;16;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;2afbdaa9-a594-45b2-8dcf-fc01f1c5a88b;;3458322,42212564;5439669,30247555;07.06.2018;;02-Höhlung, 01-Verletzung;;
1088;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;45;141;23;10;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;d9b69d1f-e8b3-4fbe-9dbb-328141267dd7;;3458321,39412564;5439674,37847555;07.06.2018;;;14-Baumfremder Bewuchs;
1089;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;25;79;15;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;af09d40f-c397-4627-acab-888dd8186e74;;3458329,10512565;5439674,12147555;07.06.2018;;01-Verletzung;01-Verletzung;
1090;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;21;66;14;9;1995;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;260ac09a-1cda-4aaa-afcc-2cc1eb5f48ab;;3458331,21894587;5439674,46512785;07.06.2018;;01-Verletzung;;
1091;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;42;132;23;9;1980;2019-03;1-verkehrssicher;Misteln, Wipfelbruch;0-keine Schäden;2-deutliche Schäden;2-deutliche Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;4-reduziert;2-geschwächt;2-Erwachsener Baum;74e31d00-57e2-4e2e-a3ef-37ddfcb19fbc;;3458333,2172513;5439673,0939511;24.05.2018;;01-Verletzung;14-Baumfremder Bewuchs, 11-Astab-/ausbruch;
1092;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;40;126;24;9;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;9ccd930c-b4a3-4915-803e-a5f950bae890;;3458338,87212566;5439670,97347555;07.06.2018;;;;
1093;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;31;97;16;12;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;2c655096-bd56-4fef-88d8-737176a3c6b9;;3458338,34539341;5439674,20078595;07.06.2018;;;02-Höhlung;
1094;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;47;148;24;9;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;2359d2cf-07e0-49d5-acef-9d977c3a9ac4;;3458339,94025146;5439676,38796718;07.06.2018;;;;
1095;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;31;97;16;10;1980;2019-03;1-verkehrssicher;;1-leichte Schäden;2-deutliche Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;23d1430a-d335-44b2-9a5d-312cd24a8ac3;;3458340,65212566;5439679,09947555;07.06.2018;01-Verletzung;01-Verletzung;01-Verletzung;
1096;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;52;163;25;12;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;dede5c91-10b3-4d4d-9669-0a2fc5d146f0;;3458338,70812566;5439683,34747556;07.06.2018;;;14-Baumfremder Bewuchs;
1097;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;38;119;24;7;1960;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;199a4a12-f9d1-4854-af1d-5db4f4cc61f8;;3458336,76412566;5439679,24347555;07.06.2018;;01-Verletzung;;
1098;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;35;110;25;9;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;bd942d88-60c5-490b-ad36-586c33856312;;3458334,31612565;5439678,73947555;07.06.2018;;;14-Baumfremder Bewuchs;
1099;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;40;126;26;9;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;be94f3c9-a241-412d-94ee-fbb25ee9600f;;3458328,66412565;5439678,05547555;07.06.2018;;;;
1100;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;42;132;25;11;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;78ff0883-90dc-4e1a-812f-82772f9a3feb;;3458324,05712564;5439676,90347555;07.06.2018;;;;
1101;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;18;57;9;8;2000;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Hainbuche;Carpinus betulus;1-normal;1-vital;2-Erwachsener Baum;99029cb7-454d-4bbd-9062-ba5a73fe9ee6;;3458321,24912564;5439688,27847556;07.06.2018;;01-Verletzung;;
1102;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;29;91;15;8;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;2-geschwächt;2-Erwachsener Baum;a940bd86-f8f3-4fa0-b99b-a167e4d24425;;3458327,51712565;5439688,20947556;07.06.2018;;01-Verletzung;;
1103;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;50;157;24;11;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;85acb1dc-acb3-496d-9802-0a4ffd9300fb;;3458328,51012565;5439689,60047556;07.06.2018;;;14-Baumfremder Bewuchs;
1104;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;46;145;20;15;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;fc65761e-de3e-4396-9729-c7df0346df07;;3458327,51112564;5439694,16347556;07.06.2018;;;01-Verletzung;b03-Kronenpflege (4-wünschenswert)
1105;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;26;82;14;9;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;c5063a9e-bb3b-42ba-8a7f-1ef485ff2d2a;;3458340,23912566;5439694,51947556;07.06.2018;;;01-Verletzung;
1106;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;53;167;24;11;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;e3502f91-a5d2-4353-a2fd-ed30b4486ca8;;3458347,18125134;5439691,22695112;07.06.2018;;01-Verletzung, 09-Schrägstand;14-Baumfremder Bewuchs;
1107;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;52;163;24;10;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;03d8b7d4-ddca-488e-b389-9f65b93b00fa;;3458348,42725134;5439699,59295112;24.05.2018;;;01-Verletzung, 02-Höhlung, 14-Baumfremder Bewuchs;
1108;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;45;141;24;11;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;4ef34b0b-e8c2-4414-b316-2bf4acd856fd;;3458339,88312566;5439701,10547557;07.06.2018;;;14-Baumfremder Bewuchs;
1109;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;37;116;17;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;a34737e8-caa4-49b4-9a92-5fb30683cf4c;;3458332,40612565;5439703,77647556;07.06.2018;;;01-Verletzung;
1110;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;21;66;12;8;1995;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;2c7b5c54-48e1-4003-a1eb-0854164a7f80;;3458324,12912564;5439708,31547557;07.06.2018;;01-Verletzung;01-Verletzung;
1111;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;38;119;16;10;1980;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;fa8b49e5-1978-4206-8783-9919096ad44b;;3458328,75712565;5439721,13147558;07.06.2018;01-Verletzung;02-Höhlung;01-Verletzung, 08-Wipfeldürre;
1112;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;42;132;23;9;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;5d991324-fe89-4056-9cdc-963102eb071e;;3458334,25712565;5439723,64147558;07.06.2018;;;14-Baumfremder Bewuchs;
1113;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;42;132;23;10;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;b9f9f31e-fae6-42c0-89f9-3cfc9664a996;;3458335,74212565;5439719,19747558;07.06.2018;;;14-Baumfremder Bewuchs;
1114;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;52;163;24;9;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;e3c92adc-4e35-488c-bbab-e3fa34aa3ff9;;3458340,34412566;5439719,01347557;07.06.2018;;;;
1115;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;22;69;16;11;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rotbuche;Fagus sylvatica;1-normal;1-vital;2-Erwachsener Baum;51a1a8d1-8f5e-4abb-a4b0-342d337ac889;;3458344,66112566;5439715,71147557;07.06.2018;;;11-Astab-/ausbruch;
1116;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;14;44;15;7;1995;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;a7e2a5d2-6fd7-4219-b241-6a89f03e7986;;3458348,87312567;5439716,79447558;07.06.2018;;01-Verletzung;;
1117;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;64;201;25;10;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;1-leichte Schäden;2-deutliche Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;9cd8c8f4-81af-4a3d-a3f1-23681dee427e;;3458354,05625134;5439716,59595116;24.05.2018;;01-Verletzung;14-Baumfremder Bewuchs, 01-Verletzung, 08-Wipfeldürre;
1118;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;34;107;17;11;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;2-geschwächt;2-Erwachsener Baum;d8a91cee-d19f-4c38-848d-d7b5c1e3afcc;;3458351,45912567;5439721,54547558;07.06.2018;;;01-Verletzung;
1119;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;43;135;23;9;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;9ab4b1c4-6c7a-4d00-9af4-cdefd01febf5;;3458350,88512567;5439722,45347558;07.06.2018;;;14-Baumfremder Bewuchs;
1120;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;36;113;23;9;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;d21bf77b-08c0-4a4c-bbfd-d201d89473bb;;3458355,04512567;5439722,54447558;07.06.2018;;;;
1121;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;45;141;17;12;1970;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;e067fc6a-fa51-47dd-8a1a-f449e5df0cb4;;3458354,20012567;5439724,13547558;07.06.2018;;01-Verletzung;02-Höhlung;
1122;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;51;160;24;10;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;3-sehr geschwächt;2-Erwachsener Baum;16d900be-5073-4c77-8dea-de21ae482846;;3458354,34112567;5439726,81347558;07.06.2018;;;14-Baumfremder Bewuchs;
1123;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;27;85;22;8;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;4cd43927-1b18-4a35-bb61-52bf502493ec;;3458348,09412567;5439728,05147558;07.06.2018;;;14-Baumfremder Bewuchs;
1124;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;38;119;22;10;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;8f865b13-5993-443f-9509-389e530caebc;;3458346,04812566;5439726,39247559;07.06.2018;;;14-Baumfremder Bewuchs, 01-Verletzung;
1125;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;42;132;23;9;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;5dcc0461-905d-4b54-b55f-395b22f65b35;;3458343,58412566;5439724,54447558;07.06.2018;;;14-Baumfremder Bewuchs;
1126;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;26;82;16;10;1985;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;5100e3f6-98b3-49a7-83c4-fbb69c638943;;3458338,17812566;5439723,65447558;07.06.2018;;01-Verletzung;01-Verletzung;
1127;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;26;82;15;10;1985;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;c48d4685-2922-4053-b799-102d12ce2aa3;;3458335,86812565;5439727,77947558;07.06.2018;01-Verletzung;;;
1128;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;43;135;24;11;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;2-geschwächt;2-Erwachsener Baum;70a1b358-7652-41d6-ac0d-379fb4575507;;3458340,77412566;5439730,18647558;07.06.2018;;;14-Baumfremder Bewuchs;
1129;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;35;110;18;8;1980;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;2-einseitig;2-geschwächt;2-Erwachsener Baum;ca66ab46-23ed-4e4d-a470-f09b21f297d7;;3458343,95612566;5439731,76147558;24.05.2018;;;01-Verletzung, 14-Baumfremder Bewuchs;
1130;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;37;116;18;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;55265880-8f3d-4c8a-8316-a2a470284e72;;3458346,84412566;5439733,01647558;07.06.2018;;;;
1131;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;47;148;23;12;1960;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;fee58126-cced-4c5d-8443-c3672036e851;;3458356,24512567;5439737,14747559;07.06.2018;;01-Verletzung;;
1132;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;29;91;15;9;1985;2019-03;1-verkehrssicher;Wurzelkappung;2-deutliche Schäden;2-deutliche Schäden;2-deutliche Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;2-geschwächt;2-Erwachsener Baum;fd46ca4b-b76b-43aa-9bcf-0a283eb08bb9;;3458358,56812568;5439738,77247558;07.06.2018;01-Verletzung;01-Verletzung;01-Verletzung;
1133;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;20;63;18;10;1995;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;4b655210-381b-4286-a816-0e445941e840;;3458352,00712567;5439737,90147559;07.06.2018;01-Verletzung;;01-Verletzung;
1134;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;41;129;25;11;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;3-sehr geschwächt;2-Erwachsener Baum;a3d7a809-2a60-4d9b-b826-4f4f53d20c8b;;3458347,12512566;5439736,39847559;07.06.2018;;;14-Baumfremder Bewuchs, 08-Wipfeldürre;
1135;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;38;119;17;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;55c6f91a-f4ca-4324-8105-c0faa9ba4b22;;3458337,71512565;5439735,07947558;07.06.2018;;;;
1136;01;;Präsidium;1-höher;SVBüro-Radüge;Nord;63;198;22;14;1960;2019-03;3-wiederherstellbar;Misteln;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;3-ausladend;1-vital;2-Erwachsener Baum;393b179d-7bc1-4a15-9b18-7165e27b1980;;3458339,38612566;5439740,62047559;24.05.2018;;;07-Totholz, 01-Verletzung, 04-Riss/Rippe, 14-Baumfremder Bewuchs;b06-Totholzbeseitigung (3-wichtig)
1137;01;;Präsidium;1-höher;SVBüro-Radüge;Nord;36;113;22;10;1980;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;74c95bc9-243a-40a0-8427-6ef2547115f3;;3458342,72812566;5439741,76347559;24.05.2018;;;14-Baumfremder Bewuchs;
1138;01;;Präsidium;1-höher;SVBüro-Radüge;Nord;31;97;18;14;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;3-ausladend;1-vital;2-Erwachsener Baum;1b27d520-a60d-454f-b10e-31af3c0049a5;;3458346,85912566;5439743,09647559;24.05.2018;;;;
1139;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;44;138;24;10;1960;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;19a4b6b5-8d85-470b-b425-06e3e2c7300e;;3458350,49412567;5439743,34247559;07.06.2018;;;14-Baumfremder Bewuchs;
1140;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;22;69;17;9;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;2-geschwächt;2-Erwachsener Baum;076de1e4-b780-466f-8dd5-1041db984b55;;3458350,53112567;5439745,91647559;07.06.2018;;;01-Verletzung;
1141;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;30;94;21;10;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rotbuche;Fagus sylvatica;1-normal;1-vital;2-Erwachsener Baum;12631d2e-0825-4da6-8ca3-e3f5d39776d7;;3458357,20412567;5439743,52147559;07.06.2018;;;01-Verletzung, 05-V-Vergabelung;
1142;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;55;173;22;14;1960;2019-03;1-verkehrssicher;;1-leichte Schäden;2-deutliche Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;ad668b29-0d81-4a40-9492-28c39c9dd96a;;3458350,93825134;5439749,62195119;07.06.2018;01-Verletzung;05-V-Vergabelung;01-Verletzung, 08-Wipfeldürre;b03-Kronenpflege (4-wünschenswert)
1143;01;;Präsidium;1-höher;SVBüro-Strasser;Nord;29;91;21;14;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;2a951c34-84cf-4d1b-91c3-c14db4bd9b53;;3458344,82512566;5439749,27647559;07.06.2018;;01-Verletzung;;
