X,Y,height,
3458000,5439448,110.63
3458000,5439449,110.67
3458000,5439450,110.69
3458000,5439451,110.7
3458000,5439452,110.68
3458000,5439453,110.65
3458000,5439454,110.62
3458000,5439455,110.61
3458000,5439456,110.61
3458000,5439457,110.63
3458000,5439458,110.65
3458000,5439459,110.65
3458000,5439460,110.61
3458000,5439461,110.54
3458000,5439462,110.49
3458000,5439463,110.48
3458000,5439464,110.51
3458000,5439465,110.58
3458000,5439466,110.63
3458000,5439467,110.65
3458000,5439468,110.65
3458000,5439469,110.63
3458000,5439470,110.61
3458000,5439471,110.59
3458000,5439472,110.61
3458000,5439473,110.63
3458000,5439474,110.63
3458000,5439475,110.61
3458000,5439476,110.59
3458000,5439477,110.57
3458000,5439478,110.57
3458000,5439479,110.58
3458000,5439480,110.58
3458000,5439481,110.56
3458000,5439482,110.54
3458000,5439483,110.52
3458000,5439484,110.51
3458000,5439485,110.52
3458000,5439486,110.54
3458000,5439487,110.55
3458000,5439488,110.55
3458000,5439489,110.54
3458000,5439490,110.54
3458000,5439491,110.57
3458000,5439492,110.58
3458000,5439493,110.59
3458000,5439494,110.58
3458000,5439495,110.57
3458000,5439496,110.54
3458000,5439497,110.48
3458000,5439498,110.45
3458000,5439499,110.45
3458000,5439500,110.49
3458000,5439501,110.52
3458000,5439502,110.52
3458000,5439503,110.5
3458000,5439504,110.49
3458000,5439505,110.48
3458000,5439506,110.47
3458000,5439507,110.49
3458000,5439508,110.5
3458000,5439509,110.52
3458000,5439510,110.53
3458000,5439511,110.53
3458000,5439512,110.49
3458000,5439513,110.44
3458000,5439514,110.42
3458000,5439515,110.45
3458000,5439516,110.51
3458000,5439517,110.57
3458000,5439518,110.62
3458000,5439519,110.66
3458000,5439520,110.68
3458000,5439521,110.67
3458000,5439522,110.65
3458000,5439523,110.65
3458000,5439524,110.67
3458000,5439525,110.69
3458000,5439526,110.72
3458000,5439527,110.73
3458000,5439528,110.75
3458000,5439529,110.78
3458000,5439530,110.81
3458000,5439531,110.82
3458000,5439532,110.86
3458000,5439533,110.9
3458000,5439534,110.94
3458000,5439535,110.97
3458000,5439536,111
3458000,5439537,111.02
3458000,5439538,111.03
3458000,5439539,111.04
3458000,5439540,111.04
3458000,5439541,111.02
3458000,5439542,110.99
3458000,5439543,110.97
3458000,5439544,110.95
3458000,5439545,110.95
3458000,5439546,110.97
3458000,5439547,111
3458000,5439548,111.04
3458000,5439549,111.08
3458000,5439550,111.13
3458000,5439551,111.17
3458000,5439552,111.19
3458000,5439553,111.19
3458000,5439554,111.19
3458000,5439555,111.19
3458000,5439556,111.2
3458000,5439557,111.22
3458000,5439558,111.25
3458000,5439559,111.27
3458001,5439447,110.58
3458001,5439448,110.61
3458001,5439449,110.64
3458001,5439450,110.67
3458001,5439451,110.67
3458001,5439452,110.66
3458001,5439453,110.63
3458001,5439454,110.61
3458001,5439455,110.62
3458001,5439456,110.64
3458001,5439457,110.68
3458001,5439458,110.69
3458001,5439459,110.68
3458001,5439460,110.63
3458001,5439461,110.58
3458001,5439462,110.52
3458001,5439463,110.48
3458001,5439464,110.51
3458001,5439465,110.57
3458001,5439466,110.64
3458001,5439467,110.67
3458001,5439468,110.66
3458001,5439469,110.61
3458001,5439470,110.55
3458001,5439471,110.54
3458001,5439472,110.57
3458001,5439473,110.61
3458001,5439474,110.62
3458001,5439475,110.58
3458001,5439476,110.55
3458001,5439477,110.54
3458001,5439478,110.56
3458001,5439479,110.59
3458001,5439480,110.59
3458001,5439481,110.55
3458001,5439482,110.53
3458001,5439483,110.51
3458001,5439484,110.51
3458001,5439485,110.53
3458001,5439486,110.54
3458001,5439487,110.55
3458001,5439488,110.55
3458001,5439489,110.55
3458001,5439490,110.56
3458001,5439491,110.58
3458001,5439492,110.6
3458001,5439493,110.6
3458001,5439494,110.59
3458001,5439495,110.56
3458001,5439496,110.52
3458001,5439497,110.48
3458001,5439498,110.45
3458001,5439499,110.45
3458001,5439500,110.48
3458001,5439501,110.51
3458001,5439502,110.51
3458001,5439503,110.51
3458001,5439504,110.5
3458001,5439505,110.49
3458001,5439506,110.49
3458001,5439507,110.5
3458001,5439508,110.51
3458001,5439509,110.51
3458001,5439510,110.52
3458001,5439511,110.51
3458001,5439512,110.47
3458001,5439513,110.45
3458001,5439514,110.46
3458001,5439515,110.5
3458001,5439516,110.56
3458001,5439517,110.61
3458001,5439518,110.64
3458001,5439519,110.65
3458001,5439520,110.66
3458001,5439521,110.65
3458001,5439522,110.65
3458001,5439523,110.64
3458001,5439524,110.64
3458001,5439525,110.65
3458001,5439526,110.67
3458001,5439527,110.7
3458001,5439528,110.73
3458001,5439529,110.78
3458001,5439530,110.81
3458001,5439531,110.82
3458001,5439532,110.85
3458001,5439533,110.88
3458001,5439534,110.91
3458001,5439535,110.94
3458001,5439536,110.97
3458001,5439537,110.99
3458001,5439538,111.01
3458001,5439539,111.03
3458001,5439540,111.03
3458001,5439541,111.01
3458001,5439542,110.98
3458001,5439543,110.94
3458001,5439544,110.93
3458001,5439545,110.94
3458001,5439546,110.97
3458001,5439547,111.01
3458001,5439548,111.05
3458001,5439549,111.1
3458001,5439550,111.14
3458001,5439551,111.17
3458001,5439552,111.18
3458001,5439553,111.19
3458001,5439554,111.19
3458001,5439555,111.19
3458001,5439556,111.2
3458001,5439557,111.21
3458001,5439558,111.23
3458001,5439559,111.24
3458001,5439560,111.24
3458001,5439561,111.23
3458002,5439447,110.57
3458002,5439448,110.6
3458002,5439449,110.63
3458002,5439450,110.64
3458002,5439451,110.65
3458002,5439452,110.64
3458002,5439453,110.63
3458002,5439454,110.62
3458002,5439455,110.64
3458002,5439456,110.68
3458002,5439457,110.71
3458002,5439458,110.73
