"Campus";"Hausnummer";"Baumnummer";"Genauer Standort";"Art deutsch";"Art botanisch";"Einzelbaum/Gruppe";"Anzahl Bäume (Gruppe)";"Datum Kontrolle";"Nächste Kontrolle";"Kontrolleur";"Verkehrssicherheit";"Funktion";"Vitalität";"Physiologie";"O Stamm";"Höhe";"Ø Krone";"Pflanzjahr";"Symptom Wurzel";"Bewertung Wurzel";"Symptom Stamm";"Bewertung Stamm";"Symptom Krone";"Bewertung Krone";"Kronenform";"Symptom Gruppe";"Bewertung Gruppe";"Bereich";"Koordinate X";"Koordinate Y";"lilalu";"Height_DEM";"tüdldü";"tudldu"
Nord;;6071;Gebäude 602;Hainbuche;Carpinus betulus;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";60;5;6;2000;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"3-ausladend";;;"06";3458680.678;5440082.651;"00012D16000039B4C8563C634A41E7FBA9A994C0544139B4C8563C634A41E7FBA9A994C054417C0100000039B4C8563C634A41E7FBA9A994C05441FE";110.3740482342161;;
Ost;"70.14A";231;W;Rot-Eiche;Quercus rubra;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";123;12;10;1980;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"2-einseitig";;;CO;3458454.06212612;5431877.21947095;"00012D160000ABBFF307CB624A41E2CF0B4E91B85441ABBFF307CB624A41E2CF0B4E91B854417C01000000ABBFF307CB624A41E2CF0B4E91B85441FE";0;;
Nord;;7026;Gebäude 707;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";141;13;11;1975;;"0-keine Schäden";;"0-keine Schäden";"11-Astab-/ausbruch | 12-ungünst. Kronenaufbau";"1-leichte Schäden";"1-normal";;;"07";3458548.261;5440673.83;"00012D160000B0726821FA624A4152B81E7528C15441B0726821FA624A4152B81E7528C154417C01000000B0726821FA624A4152B81E7528C15441FE";110.05128699038683;;
Nord;;4036;Eggensteinerstraße;Kugel-Robinie;Robinia pseudoacacia 'Umbraculifera';Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";47;5;6;2000;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"04";3458546.864;5439778.426;"00012D160000508D976EF9624A418195439B48C05441508D976EF9624A418195439B48C054417C01000000508D976EF9624A418195439B48C05441FE";110.80863812255045;;
Nord;;7106;Gebäude 755;Stiel-Eiche;Quercus robur;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";60;8;7;1990;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 08-Wipfeldürre";"2-deutliche Schäden";"1-normal";;;"07";3458344.803;5440758.928;"00012D16000039B4C86694624A411D5A64BB3DC1544139B4C86694624A411D5A64BB3DC154417C0100000039B4C86694624A411D5A64BB3DC15441FE";109.9363217234248;;
Nord;;1262;Medizinische Dienste;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";135;16;12;1970;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 11-Astab-/ausbruch";"2-deutliche Schäden";"4-reduziert";;;"01";3458191.05512551;5439621.08647553;"00012D1600004B5A0E8747624A41A9D0884521C054414B5A0E8747624A41A9D0884521C054417C010000004B5A0E8747624A41A9D0884521C05441FE";110.79883064981242;;
Nord;;10017;Nordeingang;Rotbuche;Fagus sylvatica;Einzelbaum;;"14.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";151;30;16;1935;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"10";3459037.6;5441876.371;"00012D160000CDCCCCCCEE634A41C976BE1755C25441CDCCCCCCEE634A41C976BE1755C254417C01000000CDCCCCCCEE634A41C976BE1755C25441FE";109.49554979066883;;
Nord;;3172;Gebäude 315;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"26.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";132;15;9;1985;;"0-keine Schäden";"05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"03";3458214.898;5440028.942;"00012D160000FCA9F17253624A415EBA493C87C05441FCA9F17253624A415EBA493C87C054417C01000000FCA9F17253624A415EBA493C87C05441FE";110.15006029991498;;
Nord;;3100;Gebäude 305;Hainbuche;Carpinus betulus;Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";79;18;9;1980;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"2-einseitig";;;"03";3458287.375;5439893.566;"00012D160000000000B077624A411058396465C05441000000B077624A411058396465C054417C01000000000000B077624A411058396465C05441FE";110.58338531207609;;
Nord;;2255;Neureuter Straße;Hainbuche;Carpinus betulus;Einzelbaum;;"18.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";60;11;10;1995;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"02";3458716.14;5439618.268;"00012D1600001F85EB114E634A4179E9269120C054411F85EB114E634A4179E9269120C054417C010000001F85EB114E634A4179E9269120C05441FE";110.92544983249694;;
Nord;;2011;Kantine;Weiss-/Sandbirke;Betula pendula;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";138;22;11;1975;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"02";3458323.153;5439473.023;"00012D1600000681959389624A41FED47841FCBF54410681959389624A41FED47841FCBF54417C010000000681959389624A41FED47841FCBF5441FE";110.86987494300757;;
Nord;;1344;Messstation ;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"16.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"3-Altbaum";170;32;13;1940;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"01";3458179.2791255;5439455.24547543;"00012D1600006762BAA341624A4194DEB5CFF7BF54416762BAA341624A4194DEB5CFF7BF54417C010000006762BAA341624A4194DEB5CFF7BF5441FE";110.66156218846912;;
Nord;;1004;Parkplatz Einfahrt;Linde;Tilia x;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";116;13;9;1985;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 08-Wipfeldürre";"1-leichte Schäden";"1-normal";;;"01";3458220.65025108;5439462.48395086;"00012D160000696D3B5356624A41070DF99EF9BF5441696D3B5356624A41070DF99EF9BF54417C01000000696D3B5356624A41070DF99EF9BF5441FE";111.49590572104152;;
Nord;;98;Joint Research Center;Gem. Rosskastanie;Aesculus hippocastanum;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";138;14;9;1970;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"00";3458768.06612605;5440948.12047628;"00012D16000083D1760868634A4125E2B5076DC1544183D1760868634A4125E2B5076DC154417C0100000083D1760868634A4125E2B5076DC15441FE";109.94997823295881;;
Ost;"70.30";34;NO;Trauben-Eiche;Quercus petraea;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";214;17;15;1960;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz";"2-deutliche Schäden";"2-einseitig";;;CO;3458638.29512632;5431733.52747085;"00012D16000002B3C62527634A411915C2616DB8544102B3C62527634A411915C2616DB854417C0100000002B3C62527634A411915C2616DB85441FE";0;;
Nord;;7002;Gebäude 701;Schwarznuss;Juglans nigra;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";91;19;10;1975;"07-Baumumfeld";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"07";3458593.493;5440579.325;"00012D160000BE9F1ABF10634A41CDCCCCD410C15441BE9F1ABF10634A41CDCCCCD410C154417C01000000BE9F1ABF10634A41CDCCCCD410C15441FE";110.53513358052268;;
Nord;;3189;Gebäude 315;Edel-, Esskastanie;Castanea sativa;Einzelbaum;;"17.05.2018";"2020 Q4";SVBüro-Strasser;"1-verkehrssicher";"2-normal";"1-vital";"1-Jungbaum";41;4;5;2010;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"03";3458220.724;5439972.962;"00012D1600003108AC5C56624A417368913D79C054413108AC5C56624A417368913D79C054417C010000003108AC5C56624A417368913D79C05441FE";110.20070099320321;;
Nord;;2261;Neureuter Straße;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"18.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";113;13;9;1990;;"0-keine Schäden";"02-Höhlung";"2-deutliche Schäden";"01-Verletzung | 08-Wipfeldürre | 14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"02";3458680.85712602;5439684.07747554;"00012D160000304EB66D3C634A41F85BF50431C05441304EB66D3C634A41F85BF50431C054417C01000000304EB66D3C634A41F85BF50431C05441FE";110.53864504438607;;
Nord;;3278;Gebäude 341;Rot-Eiche;Quercus rubra;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";145;21;16;1965;"01-Verletzung | 02-Höhlung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"03";3458457.54712577;5440055.19147577;"00012D1600009C3708C6CC624A41972341CC8DC054419C3708C6CC624A41972341CC8DC054417C010000009C3708C6CC624A41972341CC8DC05441FE";110.37681329838104;;
Nord;;4089;Gebäude 420;Schwarznuss;Juglans nigra;Einzelbaum;;"18.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";75;11;6;1995;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"4-reduziert";;;"04";3458822.061;5439751.396;"00012D16000017D9CE0783634A41621058D941C0544117D9CE0783634A41621058D941C054417C0100000017D9CE0783634A41621058D941C05441FE";110.63089925783635;;
Nord;;3017;Eggensteinerstr.;Douglasie;Pseudotsuga menziesii;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";170;25;12;1970;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"03";3458386.7551257;5439795.85647562;"00012D1600007DF5A760A9624A411E7FD0F64CC054417DF5A760A9624A411E7FD0F64CC054417C010000007DF5A760A9624A411E7FD0F64CC05441FE";110.62394724065614;;
Nord;;2048;Kantine;Rotbuche;Fagus sylvatica;Einzelbaum;;"19.09.2019";"2021 Q1";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";145;23;13;1960;;"0-keine Schäden";"01-Verletzung | 11-Stamm- Stockaustriebe";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"02";3458368.1451257;5439493.38547544;"00012D1600009C7A9312A0624A412EA1AB5801C054419C7A9312A0624A412EA1AB5801C054417C010000009C7A9312A0624A412EA1AB5801C05441FE";111.82232406063888;;
Nord;;5115;Gebäude 521;Linde;Tilia x;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";204;17;14;1965;"01-Verletzung";"1-leichte Schäden";"05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"05";3458543.749;5440282.087;"00012D160000643BDFDFF7624A4173689185C6C05441643BDFDFF7624A4173689185C6C054417C01000000643BDFDFF7624A4173689185C6C05441FE";110.83783232853723;;
Nord;;4138;Eggensteinerstr.;Gemeine Walnuss;Juglans regia;Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";63;5;4;2019;"01-Verletzung";"1-leichte Schäden";;"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"04";3458807.6056059;5439680.68998295;"00012D1600007F7E84CD7B634A413FAE282C30C054417F7E84CD7B634A413FAE282C30C054417C010000007F7E84CD7B634A413FAE282C30C05441FE";110.55250170145032;;
Nord;;84;Nördlich Turm;Gem. Rosskastanie;Aesculus hippocastanum;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";151;16;9;1970;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"2-deutliche Schäden";"01-Verletzung | 02-Höhlung";"1-leichte Schäden";"1-normal";;;"00";3458696.99112599;5440692.57747613;"00012D1600006937DD7E44634A41715EF5242DC154416937DD7E44634A41715EF5242DC154417C010000006937DD7E44634A41715EF5242DC15441FE";109.86498739183769;;
Nord;;6204;Gebäude 682;Linde;Tilia x;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";63;7;7;1995;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"06";3458734.927;5440504.035;"00012D1600009EEFA77657634A41A4703D02FEC054419EEFA77657634A41A4703D02FEC054417C010000009EEFA77657634A41A4703D02FEC05441FE";111.20997349103664;;
Nord;;4256;Gebäude 433;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";145;13;10;1975;;"0-keine Schäden";;"0-keine Schäden";"09-Blattverfärbung";"1-leichte Schäden";"1-normal";;;"04";3458762.47712609;5439883.39447565;"00012D160000BC77123D65634A41CC163FD962C05441BC77123D65634A41CC163FD962C054417C01000000BC77123D65634A41CC163FD962C05441FE";111.15342761337706;;
Nord;;124;Ausgang Nord;Linde;Tilia x;Einzelbaum;;"22.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";69;9;5;1995;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"00";3458952.18412621;5441653.98047668;"00012D16000099729117C4634A414321C07E1DC2544199729117C4634A414321C07E1DC254417C0100000099729117C4634A414321C07E1DC25441FE";110.29085478653062;;
Nord;;4017;Leopoldshafener Allee;Berg-Ahorn;Acer pseudoplatanus;Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";132;16;10;1980;"01-Verletzung";"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"1-normal";;;"04";3458473.31012579;5439846.92747564;"00012D160000AF33B2A7D4624A41C9C25BBB59C05441AF33B2A7D4624A41C9C25BBB59C054417C01000000AF33B2A7D4624A41C9C25BBB59C05441FE";110.79371202582607;;
Ost;"70.01";24;SW;Stiel-Eiche;Quercus robur;Einzelbaum;;"19.11.2019";"2020 Q3";Holzheuer;"2-zweifelhaft";"1-höher";"1-vital";"4-Schadbaum";446;19;17;1900;"02-Höhlung";"3-erhebliche Schäden";"02-Höhlung";"3-erhebliche Schäden";"01-Verletzung | 03-Pilzbefall | 07-Totholz | 11-Astab-/ausbruch";"2-deutliche Schäden";"1-normal";;;CO;3458574.22625252;5431644.8419416;"00012D160000B3D7F51C07634A41055FE23557B85441B3D7F51C07634A41055FE23557B854417C01000000B3D7F51C07634A41055FE23557B85441FE";0;;
Nord;;79;Nördlich Turm;Gem. Rosskastanie;Aesculus hippocastanum;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";113;13;7;1970;;"0-keine Schäden";"02-Höhlung";"2-deutliche Schäden";"01-Verletzung | 08-Wipfeldürre";"2-deutliche Schäden";"1-normal";;;"00";3458675.83925194;5440616.77495218;"00012D1600008A9B6CEB39634A4107D198311AC154418A9B6CEB39634A4107D198311AC154417C010000008A9B6CEB39634A4107D198311AC15441FE";109.8314096528355;;
Nord;;1268;Medizinische Dienste;Weiss-/Sandbirke;Betula pendula;Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";123;25;11;1970;"04-Bodenverdichtung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"1-normal";;;"01";3458175.97712549;5439601.93747551;"00012D160000B47212FD3F624A414899FF7B1CC05441B47212FD3F624A414899FF7B1CC054417C01000000B47212FD3F624A414899FF7B1CC05441FE";110.47995823138231;;
Nord;;4401;ggü. Gebäude 448;Rotbuche;Fagus sylvatica;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";160;26;14;1960;;"0-keine Schäden";"02-Höhlung";"2-deutliche Schäden";"01-Verletzung | 08-Wipfeldürre";"1-leichte Schäden";"1-normal";;;"04";3458936.98912628;5439885.81547565;"00012D160000A0B09B7EBC634A41C8C0307463C05441A0B09B7EBC634A41C8C0307463C054417C01000000A0B09B7EBC634A41C8C0307463C05441FE";110.18939599080612;;
Ost;"70.26";192;NW;Hainbuche;Carpinus betulus;Einzelbaum;;"19.11.2019";"2020 Q3";Holzheuer;"1-verkehrssicher";"2-normal";"2-geschwächt";"4-Schadbaum";119;13;10;1980;;"0-keine Schäden";"02-Höhlung";"2-deutliche Schäden";"01-Verletzung | 11-Astab-/ausbruch";"3-erhebliche Schäden";"1-normal";;;CO;3458349.14812601;5431945.89347099;"00012D16000008CBF59296624A41F2A02E79A2B8544108CBF59296624A41F2A02E79A2B854417C0100000008CBF59296624A41F2A02E79A2B85441FE";0;;
Nord;;1346;Messstation ;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"16.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"3-Altbaum";160;34;11;1940;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458062.01012537;5439528.20047548;"00012D160000C3C94B0107624A411C97D40C0AC05441C3C94B0107624A411C97D40C0AC054417C01000000C3C94B0107624A411C97D40C0AC05441FE";110.82483309697542;;
Nord;;7077;Gebäude 712;Bunter Eschen-Ahorn;Acer negundo 'Variegatum';Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";94;16;10;1985;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"07";3458405.966;5440642.787;"00012D16000054E3A5FBB2624A413F355EB220C1544154E3A5FBB2624A413F355EB220C154417C0100000054E3A5FBB2624A413F355EB220C15441FE";110.43133779848357;;
Nord;;4222;Neutharder Straße ;Robinie;Robinia pseudoacacia;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";97;13;11;1985;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"04";3458844.299;5439889.24;"00012D160000CBA145268E634A41F6285C4F64C05441CBA145268E634A41F6285C4F64C054417C01000000CBA145268E634A41F6285C4F64C05441FE";110.67750702909966;;
Nord;;6176;Gebäude 695;Douglasie;Pseudotsuga menziesii;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";104;17;6;1985;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"06";3458687.629;5440455.295;"00012D1600006F1283D03F634A41AE47E1D2F1C054416F1283D03F634A41AE47E1D2F1C054417C010000006F1283D03F634A41AE47E1D2F1C05441FE";110.64856821265553;;
Nord;;2193;Blankenlocherstr. ;Linde;Tilia x;Einzelbaum;;"02.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";160;13;14;1980;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"02";3458667.65212601;5439588.77547548;"00012D16000077DD78D335634A41E863A13119C0544177DD78D335634A41E863A13119C054417C0100000077DD78D335634A41E863A13119C05441FE";110.77930256486859;;
Nord;;3175;Gebäude 315;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"26.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";123;13;10;1985;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"3-ausladend";;;"03";3458221.597;5440048.795;"00012D160000FA7E6ACC56624A41AE47E1328CC05441FA7E6ACC56624A41AE47E1328CC054417C01000000FA7E6ACC56624A41AE47E1328CC05441FE";109.82396992365679;;
Nord;;3173;Gebäude 315;Linde;Tilia x;Einzelbaum;;"26.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";88;14;8;1995;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"03";3458215.673;5440034.925;"00012D1600002FDD24D653624A41333333BB88C054412FDD24D653624A41333333BB88C054417C010000002FDD24D653624A41333333BB88C05441FE";110.13538967887695;;
Ost;"70.01";10;SW;Stiel-Eiche;Quercus robur;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";145;14;9;1970;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"2-einseitig";;;CO;3458504.38912619;5431672.42147082;"00012D16000012E3CE31E4624A41BF60F91A5EB8544112E3CE31E4624A41BF60F91A5EB854417C0100000012E3CE31E4624A41BF60F91A5EB85441FE";0;;
Nord;;6260;Gebäude 688;Rotbuche;Fagus sylvatica;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";176;24;15;1950;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"2-deutliche Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"06";3458907.658;5440578.919;"00012D160000105839D4AD634A4160E5D0BA10C15441105839D4AD634A4160E5D0BA10C154417C01000000105839D4AD634A4160E5D0BA10C15441FE";110.53368263468244;;
Nord;;6070;Gebäude 604;Stiel-Eiche;Quercus robur;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";104;12;7;1985;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"2-deutliche Schäden";"01-Verletzung | 11-Astab-/ausbruch";"1-leichte Schäden";"1-normal";;;"06";3458696.845;5440080.266;"00012D160000C3F5286C44634A41DD24061194C05441C3F5286C44634A41DD24061194C054417C01000000C3F5286C44634A41DD24061194C05441FE";110.2819636000287;;
Nord;;6280;Gebäude 691;Esche;Fraxinus excelsior;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";60;11;6;1990;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"08-Wipfeldürre";"2-deutliche Schäden";"1-normal";;;"06";3458840.804;5440529.074;"00012D160000D578E9668C634A417F6ABC4404C15441D578E9668C634A417F6ABC4404C154417C01000000D578E9668C634A417F6ABC4404C15441FE";110.71978767495837;;
Nord;;7103;Gebäude 712;Spätblühende Trauben-Kirsche;Prunus serotina;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";88;17;9;1980;;"0-keine Schäden";"10-Baumfremder Bewuchs";"1-leichte Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"07";3458345.788;5440679.545;"00012D1600001B2FDDE494624A41AE47E1E229C154411B2FDDE494624A41AE47E1E229C154417C010000001B2FDDE494624A41AE47E1E229C15441FE";110.2324212516229;;
Nord;;1203;Präsidium;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"19.11.2019";"2021 Q1";Holzheuer;"3-wiederherstellbar";"1-höher";"2-geschwächt";"3-Altbaum";182;23;12;1965;"01-Verletzung | 04-Bodenverdichtung";"1-leichte Schäden";;"0-keine Schäden";"07-Totholz | 14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458249.04737668;5439695.9484267;"00012D1600006670108664624A41E705B3FC33C054416670108664624A41E705B3FC33C054417C010000006670108664624A41E705B3FC33C05441FE";110.8700274389793;;
Nord;;3004;östl. Gebäude 301;Rotbuche;Fagus sylvatica;Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";135;16;13;1965;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung | 07-Totholz | 08-Wipfeldürre";"2-deutliche Schäden";"1-normal";;;"03";3458438.21712576;5439827.43147563;"00012D160000E3C6CA1BC3624A41F64B9DDB54C05441E3C6CA1BC3624A41F64B9DDB54C054417C01000000E3C6CA1BC3624A41F64B9DDB54C05441FE";110.58755645674103;;
Nord;;2077;Kantine;Hainbuche;Carpinus betulus;Einzelbaum;;"19.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";145;20;15;1960;"04-Bodenverdichtung";"1-leichte Schäden";"01-Verletzung | 02-Höhlung";"2-deutliche Schäden";"08-Wipfeldürre";"0-keine Schäden";"1-normal";;;"02";3458356.16212568;5439494.22347544;"00012D160000C788C0149A624A41EF6B4D8E01C05441C788C0149A624A41EF6B4D8E01C054417C01000000C788C0149A624A41EF6B4D8E01C05441FE";111.05623687061845;;
Nord;;1315;Landesstraße;Rotbuche;Fagus sylvatica;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";135;25;14;1960;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"01";3458071.51112539;5439409.6804754;"00012D160000898E6CC10B624A41B1E88C6BECBF5441898E6CC10B624A41B1E88C6BECBF54417C01000000898E6CC10B624A41B1E88C6BECBF5441FE";110.61307887359402;;
