Campus,Hausnummer,Baumnummer,Genauer Standort,Art deutsch,Art botanisch,Einzelbaum/Gruppe,Anzahl Bäume (Gruppe),Datum Kontrolle,Nächste Kontrolle,Kontrolleur,Verkehrssicherheit,Funktion,Vitalität,Physiologie,O Stamm,Höhe,Ø Krone,Pflanzjahr,Symptom Wurzel,Bewertung Wurzel,Symptom Stamm,Bewertung Stamm,Symptom Krone,Bewertung Krone,Kronenform,Symptom Gruppe,Bewertung Gruppe,Bereich,Koordinate X,Koordinate Y,Height_DEM,tree_h_pointcloud,crown_height_pointcloud
Nord,,"7108",Gebäude 755,Stiel-Eiche,Quercus robur,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"107","15","14","1980",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,3-ausladend,,,"07",3458377.014,5440750.038,110.050103990211,7.63789600978872,5.92400000000004
Nord,,"3298",Gebäude 351,Douglasie,Pseudotsuga menziesii,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"182","24","14","1965",01-Verletzung | 09-Bauschaden,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458238.945,5440081.284,109.826999516618,19.1583338167149,15.493
Nord,,"5044",Kläranlage ,Linde,Tilia x,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"53","10","6","1995",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"05",3458212.9721255,5440256.4274759,110.241036384176,,
Nord,,"6224",Gebäude 686,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"110","21","10","1985",01-Verletzung | 04-Bodenverdichtung,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3458738.605,5440585.285,110.857049651326,16.1372360629597,11.4028571428571
Nord,,"4406",Gebäude 459,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"135","24","10","1976",,0-keine Schäden,01-Verletzung | 02-Höhlung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458908.15312625,5439893.63147566,110.196350674092,15.3229085851673,14.5559259259259
Nord,,"10016",Nordeingang,Rotbuche,Fagus sylvatica,Einzelbaum,,14.10.2019,2020 Q3,Zapf,1-verkehrssicher,2-normal,2-geschwächt,3-Altbaum,"129","28","11","1935",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"10",3459037.148,5441864.09,109.499488608923,25.531225676791,23.975
Ost,"70.14","164",N,Zerr-Eiche,Quercus cerris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"60","11","6","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,CO,3458525.79912619,5432009.10547103,0,,
Nord,,"3021",Eggensteinerstr.,Douglasie,Pseudotsuga menziesii,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"126","22","10","1980",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458349.22,5439811.249,110.618880729409,16.8721192705913,13.6929999999999
Ost,"70.03","90",NO,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"135","15","6","1965",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz,2-deutliche Schäden,1-normal,,,CO,3458629.18912631,5431837.48547092,0,,
Nord,,"1140",Präsidium,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"69","17","9","1985",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"01",3458350.53112567,5439745.91647559,110.854309890143,20.804440109857,17.436875
Nord,,"4247",Gebäude 436 ,Rot-Eiche,Quercus rubra,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"151","16","11","1980",09-Bauschaden,2-deutliche Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458809.888,5439849.418,111.271635241382,10.5126504729036,9.64642857142859
Nord,,"2207",Blankenlocherstr.,Hainbuche,Carpinus betulus,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"101","12","9","1990",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458696.726,5439558.508,110.821459155673,10.5263186221047,9.07888888888893
Nord,,"4397",Gebäude 442,,,Baumgruppe,"48",27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"50","9","2","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458653.74591278,5440059.48363007,110.578627127909,,
Nord,,"6098",Gebäude 630,Berg-Ahorn,Acer pseudoplatanus,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"47","14","6","1990",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3458799.15512612,5440089.87847577,110.337350091589,13.3979440260578,12.2158823529412
Nord,,"6019",Gebäude 615,Hainbuche,Carpinus betulus,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"116","15","12","1990",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,1-normal,,,"06",3458679.517,5440347.585,110.411149961773,10.6445643239416,10.0014285714286
Nord,,"1238",Gebäude 152,Stiel-Eiche,Quercus robur,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"101","18","12","1975",05-Bodenauftrag,1-leichte Schäden,,0-keine Schäden,12-ungünst. Kronenaufbau,1-leichte Schäden,1-normal,,,"01",3458199.64212551,5439809.79847564,110.535262029248,13.0414046374182,11.55
Nord,,"2001",Kantine,Hainbuche,Carpinus betulus,Einzelbaum,,19.09.2019,2023 Q4,Zapf,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"6","1","1","2005",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458317.51412565,5439438.42947541,111.004593490224,,
Nord,,"2114",KITA,,,Baumgruppe,"4",19.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"85","9","5","1990",,0-keine Schäden,,1-leichte Schäden,,0-keine Schäden,1-normal,05-V-Vergabelung,,"02",3458546.44490339,5439425.81262698,112.59350509491,4.06249490509015,2.84400000000001
Ost,"70.18","266",S,Stiel-Eiche,Quercus robur,Einzelbaum,,19.11.2019,2020 Q3,Holzheuer,3-wiederherstellbar,2-normal,1-vital,3-Altbaum,"336","23","20","1940",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 03-Pilzbefall | 07-Totholz,2-deutliche Schäden,3-ausladend,,,CO,3458478.02225232,5431748.16594174,0,,
Nord,,"7084",Gebäude 714,"Vogel-, Süss-Kirsche",Prunus avium,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"97","12","11","1980",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458353.286,5440601.853,110.50448888234,7.42351111765979,6.46600000000001
Ost,"70.26","184",NW,Spitz-Ahorn,Acer platanoides,Einzelbaum,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"110","13","12","1985",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,CO,3458390.39812605,5431969.67447101,0,,
Nord,,"9020",Parkplatz ggü. Joint Research Center ,Spitz-Ahorn,Acer platanoides,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"132","15","12","1970",,0-keine Schäden,02-Höhlung,2-deutliche Schäden,01-Verletzung | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"09",3458713.287126,5440862.74847623,110.207406790187,10.5725932098131,10.01
Nord,,"3251",Gebäude 341,Stiel-Eiche,Quercus robur,Einzelbaum,,24.09.2019,2020 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,4-Schadbaum,"236","12","11","1930",02-Höhlung,3-erhebliche Schäden,01-Verletzung | 03-Pilzbefall,3-erhebliche Schäden,03-Pilzbefall | 10-Kappung,3-erhebliche Schäden,1-normal,,,"03",3458494.7632516,5440083.09695156,110.373519926183,5.63148007381741,5.05000000000001
Nord,,"7111",Gebäude 727,Spätblühende Trauben-Kirsche,Prunus serotina,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"41","8","6","2003",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"07",3458656.459,5440672.817,109.994475563751,2.99552443624897,2.41000000000001
Nord,,"2258",Neureuter Straße,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"163","17","12","1980",,0-keine Schäden,01-Verletzung,1-leichte Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"02",3458717.19912606,5439632.19647551,110.816387336015,13.1560369064095,12.1860606060606
Nord,,"6001",Gebäude 601,Hainbuche,Carpinus betulus,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"88","11","8","1995",,0-keine Schäden,,0-keine Schäden,05-V-Vergabelung,2-deutliche Schäden,1-normal,,,"06",3458569.173,5440131.806,110.588478928994,13.4615210710059,12.54
Nord,,"1196",Präsidium,Douglasie,Pseudotsuga menziesii,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"160","25","13","1970",01-Verletzung,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458245.58012556,5439677.39747556,110.918998108116,20.4839185585506,18.129375
Nord,,"9029",nördl. Stromwerk,Winter-Linde,Tilia cordata,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"75","11","6","1990",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"09",3458558.365,5441042.147,110.383232958459,2.82232259709622,2.06666666666666
Nord,,"2125",KITA,Douglasie,Pseudotsuga menziesii,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"170","24","10","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458502.688,5439484.857,110.763185047983,18.3780649520167,15.77825
Nord,,"4227",Neutharder Straße ,Spitz-Ahorn,Acer platanoides,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"79","12","8","1990",01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458833.953,5439849.03,111.020459507106,6.52239763575103,5.87571428571428
Nord,,"4117",Gebäude 418,Stiel-Eiche,Quercus robur,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"91","20","9","1970",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,,0-keine Schäden,1-normal,,,"04",3458733.06,5439748.872,110.790076748201,18.2854232517993,15.2855
Nord,,"6148",Fremdfirmengelände,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"38","13","3","2000",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre,1-leichte Schäden,1-normal,,,"06",3458867.22712619,5440190.26447583,110.088671304005,14.1463286959948,13.375
Nord,,"4048",Karlsruher Allee,Linde,Tilia x,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"88","9","6","1995",,0-keine Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458494.36,5439879.078,110.558142251115,6.51185774888498,5.24666666666667
Nord,,"3199",Linkenheimer Straße,Hainbuche,Carpinus betulus,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"147","18","12","1970",01-Verletzung,1-leichte Schäden,01-Verletzung,2-deutliche Schäden,05-V-Vergabelung,1-leichte Schäden,1-normal,,,"03",3458267.59012557,5440026.93947576,109.672471906371,14.3757889631947,13.5873913043479
Ost,"70.03","92",NO,Rot-Eiche,Quercus rubra,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"141","10","7","1985",,0-keine Schäden,,0-keine Schäden,01-Verletzung,2-deutliche Schäden,4-reduziert,,,CO,3458640.61612632,5431852.18747092,0,,
Nord,,"4002",Leopoldshafener Allee,Gem. Rosskastanie,Aesculus hippocastanum,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"135","14","9","1980",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458465.104,5439779.684,110.402135606438,13.582150107848,10.3628571428571
Nord,,"3084",Gebäude 305,Mammutbaum,Sequoiadendron giganteum,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"223","22","7","1955",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre | 09-Blattverfärbung,1-leichte Schäden,1-normal,,,"03",3458305.954,5439885.751,110.977107487415,19.9231425125854,15.35825
Nord,,"7114",Gebäude 727,Robinie,Robinia pseudoacacia,Einzelbaum,,11.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"88","16","8","1985",,0-keine Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,05-V-Vergabelung | 07-Totholz | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"07",3458690.78912598,5440723.34347615,110.040284247439,12.7297157525614,12.04
Nord,,"3303",Gebäude 351,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"63","9","5","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458183.421,5440118.134,110.659753815237,5.94691285143006,4.31666666666668
Nord,,"4049",Karlsruher Allee,Linde,Tilia x,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"69","10","6","1995",,0-keine Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458532.67812585,5439868.37947565,110.680437456027,5.7195625439726,5.2
Nord,,"5009",Bahnhaltestelle,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"123","14","8","1985",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"05",3458420.584,5440157.461,110.218810580206,11.2057348743394,9.61909090909093
Nord,,"6162",Gebäude 681,Spitz-Ahorn,Acer platanoides,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"123","16","11","1970",01-Verletzung,2-deutliche Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"06",3458672.57312597,5440529.24747604,110.096717279925,11.1082827200753,10.495
Nord,,"6117",Fremdfirmengelände,,,Baumgruppe,"3",08.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"104","13","8","1995",,0-keine Schäden,,2-deutliche Schäden,,2-deutliche Schäden,1-normal,01-Verletzung | 08-Wipfeldürre | 09-Schrägstand,,"06",3458838.81161236,5440229.50803519,110.166978709246,4.53994436767751,3.6576923076923
Nord,,"3104",Gebäude 305,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"176","24","12","1955",,0-keine Schäden,09-Schrägstand,1-leichte Schäden,01-Verletzung | 14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"03",3458295.625,5439897.601,110.454716255301,21.9256683600837,15.7282692307692
Nord,,"2263",Neureuter Straße,Spitz-Ahorn,Acer platanoides,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"97","12","10","1990",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458684.469,5439688.864,110.463427338446,9.67740599488742,7.395
Nord,,"1164",Präsidium,Hainbuche,Carpinus betulus,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"135","19","15","1975",01-Verletzung,1-leichte Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung | 11-Astab-/ausbruch,2-deutliche Schäden,3-ausladend,,,"01",3458389.32467193,5439764.98007885,110.485997201708,17.5643874136761,16.7186538461538
Ost,"70.02","27",SW,Rot-Eiche,Quercus rubra,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"182","17","11","1950",,0-keine Schäden,01-Verletzung | 11-Stamm- Stockaustriebe,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,2-einseitig,,,CO,3458594.25612628,5431674.06247082,0,,
Nord,,"7080",Gebäude 714,Linde,Tilia x,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"79","11","7","1990",02-Höhlung,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458404.984,5440624.303,110.390152093538,7.47651457312878,5.47666666666669
Nord,,"2237",Gebäudemanagement,"Riesen-, Küsten-Tanne",Abies grandis,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"145","23","10","1975",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458804.54212616,5439491.23547542,111.429880520279,17.8409766225778,17.062
Nord,,"3034",Karlsruher Allee,Linde,Tilia x,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"53","9","6","2000",,0-keine Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"03",3458381.60512569,5439909.83447568,110.560016376331,,
Nord,,"1027",Fortbildungszentrum,Hainbuche,Carpinus betulus,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"101","14","9","1990",,0-keine Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,01-Verletzung,0-keine Schäden,1-normal,,,"01",3458256.45612558,5439482.46847544,111.770121423324,8.20987857667591,5.92625000000001
Nord,,"1284",Medizinische Dienste ,Blut-Buche,Fagus sylvatica 'Atropunicea',Einzelbaum,,16.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"154","15","12","1970",,0-keine Schäden,05-V-Vergabelung,1-leichte Schäden,01-Verletzung,2-deutliche Schäden,1-normal,,,"01",3458216.35412553,5439611.18547552,110.737642975769,6.95053884241324,6.34909090909092
Nord,,"5037",Kläranlage ,Feld-Ahorn,Acer campestre,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"50","9","6","2000",05-Bodenauftrag,1-leichte Schäden,08-Fremdkörper,1-leichte Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,1-normal,,,"05",3458236.39,5440270.481,110.241052583926,12.4339474160737,11.91875
Nord,,"5066",Gebäude 526,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"82","15","6","1990",01-Verletzung,2-deutliche Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"05",3458518.991,5440134.872,110.64170719478,,
Nord,,"6192",Gebäude 682,Rotbuche,Fagus sylvatica,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"135","19","13","1970",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"06",3458761.481,5440468.82,110.672338192863,16.223661807137,14.8073333333333
Ost,"70.14","143",N,Zerr-Eiche,Quercus cerris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"63","12","6","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,CO,3458540.77112621,5431983.420471,0,,
Ost,"70.26","191",NW,Hainbuche,Carpinus betulus,Einzelbaum,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"85","15","9","1980",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,CO,3458351.08712601,5431947.24747099,0,,
Nord,,"4346",Gebäude 445,Douglasie,Pseudotsuga menziesii,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"101","19","5","1980",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458716.759,5439953.92,110.460620997238,15.023924457307,12.2418181818182
Nord,,"113",Ausgang Nord,Serbische Fichte,Picea omorika,Einzelbaum,,14.10.2019,2022 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,1-Jungbaum,"45","6","3","2005",01-Verletzung | 07-Baumumfeld,1-leichte Schäden,09-Schrägstand,1-leichte Schäden,,0-keine Schäden,,,,"00",3458927.70525238,5441597.5529533,110.326536404221,4.65917788149287,3.95857142857145
Nord,,"3256",Gebäude 341,Stiel-Eiche,Quercus robur,Einzelbaum,,24.09.2019,2020 Q2,Zapf,1-verkehrssicher,1-höher,5-abgestorben,4-Schadbaum,"148","2","2","1965",,0-keine Schäden,01-Verletzung,3-erhebliche Schäden,10-Kappung,3-erhebliche Schäden,5-gekappt,,,"03",3458509.511,5440084.881,110.248279123153,,
Nord,,"2144",KITA,Apfelbaum,Malus,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"28","2","3","2012",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,2-deutliche Schäden,4-reduziert,,,"02",3458526.03412587,5439435.6684754,110.814143658426,,
Nord,,"3094",Gebäude 305,Gemeine Walnuss,Juglans regia,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"63","11","10","2000",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"03",3458276,5439907.149,110.769916794642,18.0182650235401,16.8036363636363
Nord,,"3257",Gebäude 331,"Edel-, Esskastanie",Castanea sativa,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"104","11","8","1985",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458163.03712546,5439997.30547575,110.259946368159,5.23255363184099,3.60250000000001
Nord,,"2029",Kantine,Rotbuche,Fagus sylvatica,Einzelbaum,,19.09.2019,2020 Q2,Zapf,4-nicht verkehrssicher,1-höher,5-abgestorben,4-Schadbaum,"113","15","8","1985",01-Verletzung,1-leichte Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz | 08-Wipfeldürre | 10-Kappung,3-erhebliche Schäden,4-reduziert,,,"02",3458362.35612569,5439439.71447541,111.116926783152,20.717823216848,18.6254999999999
Nord,,"7087",Gebäude 714,Feld-Ahorn,Acer campestre,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"75","10","5","1995",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458338.897,5440624.358,111.395789882662,5.53171011733802,4.91750000000002
Nord,,"1269",Medizinische Dienste,Rot-Eiche,Quercus rubra,Einzelbaum,,16.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"116","20","11","1980",04-Bodenverdichtung,1-leichte Schäden,01-Verletzung | 09-Schrägstand,1-leichte Schäden,,0-keine Schäden,2-einseitig,,,"01",3458165.81812548,5439604.58347552,110.498337411408,18.5641625885921,16.7858333333334
Ost,"70.04","123",NO,Rot-Eiche,Quercus rubra,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"251","15","12","1965",,0-keine Schäden,11-Stamm- Stockaustriebe,0-keine Schäden,01-Verletzung | 08-Wipfeldürre,1-leichte Schäden,4-reduziert,,,CO,3458691.54812637,5431911.54947096,0,,
Nord,,"92",Joint Research Center,Gem. Rosskastanie,Aesculus hippocastanum,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"148","15","11","1970",,0-keine Schäden,,0-keine Schäden,01-Verletzung,2-deutliche Schäden,1-normal,,,"00",3458741.72812603,5440852.73147623,109.960903122303,9.15909687769718,8.2
