"Campus";"Hausnummer";"Baumnummer";"Genauer Standort";"Art deutsch";"Art botanisch";"Einzelbaum/Gruppe";"Anzahl Bäume (Gruppe)";"Datum Kontrolle";"Nächste Kontrolle";"Kontrolleur";"Verkehrssicherheit";"Funktion";"Vitalität";"Physiologie";"O Stamm";"Höhe";"Ø Krone";"Pflanzjahr";"Symptom Wurzel";"Bewertung Wurzel";"Symptom Stamm";"Bewertung Stamm";"Symptom Krone";"Bewertung Krone";"Kronenform";"Symptom Gruppe";"Bewertung Gruppe";"Bereich";"Koordinate X";"Koordinate Y";"height_default"
Nord;;3013;östl. Gebäude 301;Rotbuche;Fagus sylvatica;Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";123;19;12;1965;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"03";3458430.146;5439863.162;118
Ost;"70.02";25;SW;Stiel-Eiche;Quercus robur;Einzelbaum;;"19.11.2019";"2020 Q3";Holzheuer;"3-wiederherstellbar";"2-normal";"2-geschwächt";"3-Altbaum";346;19;17;1900;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 07-Totholz | 11-Astab-/ausbruch";"2-deutliche Schäden";"1-normal";;;CO;3458568.4322525;5431661.52594163;118
Nord;;2147;Eingang Süd ;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";157;21;10;1975;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"0-keine Schäden";"1-normal";;;"02";3458368.22412569;5439601.46547551;118
Nord;;5083;Gebäude 526;Trompetenbaum;Catalpa bignonioides;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;11;11;1980;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"05";3458522.822;5440257.336;118
Nord;;4404;ggü. Gebäude 448;Berg-Ahorn;Acer pseudoplatanus;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;24;11;1960;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"04";3458914.844;5439890.581;118
Nord;;1351;Messstation ;Rotbuche;Fagus sylvatica;Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";157;26;15;1965;"02-Höhlung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"01";3457960.23212527;5439496.55247546;118
Nord;;1123;Präsidium;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";85;22;8;1960;;"0-keine Schäden";;"0-keine Schäden";"08-Wipfeldürre | 14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458348.09425134;5439728.05195116;118
Nord;;1219;Präsidium;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";167;22;11;1960;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458286.1461256;5439802.06347563;118
Ost;"70.13A";204;W;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";163;18;11;1960;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;CO;3458263.46212592;5431896.07047097;118
Nord;;6079;Gebäude 602;Japanische Lärche;Larix kaempferi;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";94;16;7;1995;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"06";3458650.952;5440090.684;118
Nord;;1048;Fortbildungszentrum;Linde;Tilia x;Einzelbaum;;"23.09.2019";"2021 Q1";Zapf;"3-wiederherstellbar";"1-höher";"2-geschwächt";"2-Erwachsener Baum";138;18;12;1970;"08-Belagsanhebung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"1-normal";;;"01";3458256.24825116;5439561.10595097;118
Nord;;5082;Gebäude 526;Rotbuche;Fagus sylvatica;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"2-Erwachsener Baum";132;17;11;1965;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"4-reduziert";;;"05";3458556.23425172;5440249.08595176;118
Nord;;7055;Gebäude 712;Stiel-Eiche;Quercus robur;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";47;11;5;1990;"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"07";3458425.993;5440711.884;118
Nord;;10022;Nordeingang;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"14.10.2019";"2020 Q3";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"3-Altbaum";160;31;11;1935;"07-Baumumfeld";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"10";3459042.486;5441904.993;118
Ost;"70.04";127;NO;Rot-Eiche;Quercus rubra;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";242;17;16;1965;;"0-keine Schäden";"01-Verletzung | 11-Stamm- Stockaustriebe";"0-keine Schäden";"01-Verletzung | 07-Totholz";"2-deutliche Schäden";"4-reduziert";;;CO;3458678.30912636;5431909.73847095;118
Nord;;3125;Gebäude 316;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";132;15;10;1985;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"03";3458195.633;5439858.654;118
Nord;;2111;KITA;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"19.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";141;18;10;1975;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"02";3458534.693;5439403.967;118
Nord;;1044;Fortbildungszentrum;Linde;Tilia x;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";72;17;12;1990;;"0-keine Schäden";"05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"01";3458243.23212556;5439561.00847549;118
Nord;;136;Ausgang Nord;Linde;Tilia x;Einzelbaum;;"22.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";88;11;7;1995;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"00";3458972.31512623;5441725.04947672;118
Nord;;1021;Parkplatz Einfahrt;Stiel-Eiche;Quercus robur;Einzelbaum;;"23.09.2019";"2020 Q2";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"3-Altbaum";267;24;18;1910;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"3-ausladend";;;"01";3458265.52125118;5439428.52395082;118
Nord;;1166;Präsidium;Rot-Eiche;Quercus rubra;Einzelbaum;;"18.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";192;25;12;1960;"04-Bodenverdichtung | 05-Bodenauftrag";"1-leichte Schäden";"01-Verletzung";"2-deutliche Schäden";"01-Verletzung | 10-Kappung";"2-deutliche Schäden";"4-reduziert";;;"01";3458395.01812571;5439753.12547559;118
Nord;;5027;Kläranlage ;Silber-Weide;Salix alba;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";85;15;6;1995;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"05";3458246.727;5440250.833;118
Nord;;2005;Kantine;Hainbuche;Carpinus betulus;Einzelbaum;;"19.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"5-abgestorben";"4-Schadbaum";116;2;4;1980;;"0-keine Schäden";"02-Höhlung";"2-deutliche Schäden";"10-Kappung";"3-erhebliche Schäden";"5-gekappt";;;"02";3458327.47312566;5439444.43447542;118
Ost;"70.16";248;W;Stiel-Eiche;Quercus robur;Einzelbaum;;"19.11.2019";"2020 Q3";Holzheuer;"1-verkehrssicher";"3-geringer";"1-vital";"3-Altbaum";342;23;22;1900;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 11-Astab-/ausbruch";"2-deutliche Schäden";"1-normal";;;CO;3458412.16825218;5431763.26994176;118
Nord;;6086;Gebäude 602;Rot-Eiche;Quercus rubra;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";163;19;16;1975;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"06";3458620.892;5440097.193;118
Nord;;9018;Parkplatz ggü. Joint Research Center ;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"3-wiederherstellbar";"1-höher";"2-geschwächt";"2-Erwachsener Baum";101;10;10;1970;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz | 08-Wipfeldürre";"1-leichte Schäden";"1-normal";;;"09";3458720.33225202;5440883.37495248;118
Nord;;5034;Kläranlage ;Weiss-/Sandbirke;Betula pendula;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";72;17;8;1995;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"05";3458261.23512555;5440260.2574759;118
Nord;;1060;Einfahrt;Vogel-, Süss-Kirsche;Prunus avium;Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";145;13;14;1980;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"01";3458320.79512564;5439590.7684755;118
Nord;;3067;Gebäude 317;Winter-Linde;Tilia cordata;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";91;8;5;1990;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 10-Kappung";"2-deutliche Schäden";"1-normal";;;"03";3458222.528;5439840.52;118
Nord;;3038;Karlsruher Allee;Linde;Tilia;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";94;13;8;1990;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"03";3458339.574;5439923.448;118
Nord;;3261;Gebäude 341;Robinie;Robinia pseudoacacia;Einzelbaum;;"26.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"3-Altbaum";192;20;12;1950;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"01-Verletzung | 05-V-Vergabelung | 10-Kappung";"2-deutliche Schäden";"1-normal";;;"03";3458514.02;5440106.017;118
Nord;;1108;Präsidium;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";141;24;11;1960;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458339.88312566;5439701.10547557;118
Nord;;1254;Gebäude 142;Rot-Eiche;Quercus rubra;Einzelbaum;;"17.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"3-sehr geschwächt";"4-Schadbaum";160;19;14;1975;;"0-keine Schäden";"01-Verletzung | 03-Pilzbefall";"3-erhebliche Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"01";3458222.33025106;5439711.74195116;118
Ost;"46";61;O;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"3-wiederherstellbar";"2-normal";"2-geschwächt";"2-Erwachsener Baum";176;17;11;1970;;"0-keine Schäden";"10-Baumfremder Bewuchs";"1-leichte Schäden";"01-Verletzung | 08-Wipfeldürre | 14-Baumfremder Bewuchs";"2-deutliche Schäden";"1-normal";;;CO;3458626.76912631;5431768.64447087;118
Nord;;139;Ausgang Nord;Linde;Tilia x;Einzelbaum;;"22.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";63;7;6;1995;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"00";3458977.43912624;5441742.49647673;118
Ost;"70.03";91;NO;Douglasie;Pseudotsuga;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";188;19;9;1965;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;CO;3458633.09112631;5431843.61747092;118
Nord;;6221;Gebäude 686;Stiel-Eiche;Quercus robur;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";113;16;13;1970;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"06";3458763.36;5440577.347;118
Nord;;4386;Gebäude 441;Hainbuche;Carpinus betulus;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";94;17;13;1985;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 08-Wipfeldürre";"1-leichte Schäden";"1-normal";;;"04";3458551.88425174;5440058.23795154;118
Nord;;4069;Karlsruher Allee;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"18.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";110;16;9;1980;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"04";3458841.974;5439769.423;118
Nord;;140;Ausgang Nord;Linde;Tilia x;Einzelbaum;;"22.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";72;9;6;1995;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"00";3458978.29412624;5441747.31547673;118
Nord;;6027;Gebäude 615;Hainbuche;Carpinus betulus;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";69;9;7;1995;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"06";3458733.035;5440333.073;118
Nord;;4321;Gebäude 460;Vogel-, Süss-Kirsche;Prunus avium;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";31;9;7;2005;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"04";3458845.058;5439988.036;118
Ost;"70.16";251;W;Hainbuche;Carpinus betulus;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";104;11;9;1990;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"2-einseitig";;;CO;3458434.07212611;5431751.64547087;118
Nord;;4109;Gebäude 418;Stiel-Eiche;Quercus robur;Einzelbaum;;"18.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";88;17;8;1970;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"4-reduziert";;;"04";3458743.15612608;5439747.33247557;118
Nord;;6033;Blankenlocher Straße ;Esche;Fraxinus excelsior;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"2-geschwächt";"2-Erwachsener Baum";41;8;4;2005;;"0-keine Schäden";"05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"06";3458825.808;5440306.362;118
Nord;;1329;Landesstraße;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";123;29;10;1960;;"0-keine Schäden";;"0-keine Schäden";"11-Astab-/ausbruch | 14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458013.92812533;5439419.65647541;118
Nord;;3160;Gebäude 330;Europ. Lärche;Larix decidua;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";116;20;11;1985;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"03";3458124.016;5440033.113;118
Ost;"70.02";26;SW;Trauben-Eiche;Quercus petraea;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";214;16;15;1950;;"0-keine Schäden";"11-Stamm- Stockaustriebe";"1-leichte Schäden";"01-Verletzung | 07-Totholz | 11-Astab-/ausbruch";"2-deutliche Schäden";"2-einseitig";;;CO;3458589.46112628;5431669.01747082;118
Nord;;7117;Gebäude 727;Rot-Eiche;Quercus rubra;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";251;21;21;1960;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"3-ausladend";;;"07";3458662.524;5440783.126;118
Nord;;1126;Präsidium;Sommer-Linde;Tilia platyphyllos;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";82;16;10;1985;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"01";3458338.17812566;5439723.65447558;118
Nord;;2024;Kantine;Rot-Eiche;Quercus rubra;Einzelbaum;;"19.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";176;21;16;1965;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"02";3458356.61912569;5439468.09647543;118
Nord;;1197;Präsidium;Weymouths-Kiefer;Pinus strobus;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";94;16;7;1985;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"01";3458241.59312556;5439675.36147555;118
Nord;;2086;Bank;Feld-Ahorn;Acer campestre;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";60;5;5;2000;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"02";3458373.766;5439544.994;118
Ost;"70.13A";206;W;Rot-Eiche;Quercus rubra;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"3-wiederherstellbar";"2-normal";"1-vital";"2-Erwachsener Baum";236;20;18;1960;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 04-Riss/Rippe | 11-Astab-/ausbruch";"1-leichte Schäden";"1-normal";;;CO;3458248.81012591;5431890.46147096;118
Nord;;5065;Gebäude 510;Hainbuche;Carpinus betulus;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";119;13;9;1995;;"0-keine Schäden";"02-Höhlung | 10-Baumfremder Bewuchs";"1-leichte Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"1-normal";;;"05";3458309.482;5440265.099;118
Nord;;1243;Gebäude 152;Stiel-Eiche;Quercus robur;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";75;12;8;1990;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"01";3458234.93912554;5439800.04747563;118
Nord;;1115;Präsidium;Rotbuche;Fagus sylvatica;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";69;16;11;1990;;"0-keine Schäden";;"0-keine Schäden";"11-Astab-/ausbruch";"1-leichte Schäden";"1-normal";;;"01";3458344.66112566;5439715.71147557;118
Nord;;5143;Gebäude 544;Rot-Fichte;Picea abies;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";94;19;7;1980;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"05";3458583.24;5440450.939;118
Nord;;6136;Fremdfirmengelände;Weiss-/Sandbirke;Betula pendula;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";101;21;10;1985;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"06";3458883.493;5440193.3;118
Nord;;6175;Gebäude 695;Krimlinde;Tilia x euchlora;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";79;14;9;1990;"01-Verletzung";"1-leichte Schäden";"05-V-Vergabelung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"06";3458677.62612598;5440457.91547599;118
Nord;;3059;Gebäude 304;Rot-Eiche;Quercus rubra;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";154;16;15;1975;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"3-ausladend";;;"03";3458227.52812553;5439896.60147568;118
Nord;;4223;Neutharder Straße ;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";167;19;13;1970;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"04";3458844.106;5439883.058;118
Nord;;6094;Gebäude 630;Rot-Eiche;Quercus rubra;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";82;18;13;1985;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"06";3458827.57612615;5440081.40747577;118
Nord;;6315;Gebäude 687;;;Baumgruppe;124;"16.10.2019";"2021 Q2";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";292;25;18;1900;;;;;;"1-leichte Schäden";"1-normal";"01-Verletzung | 05-V-Vergabelung | 07-Wipfeldürre";;"06";3458991.51752086;5440121.36361264;118
Nord;;3141;Gebäude 316;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"19.11.2019";"2020 Q3";Holzheuer;"1-verkehrssicher";"2-normal";"3-sehr geschwächt";"3-Altbaum";182;20;10;1965;"07-Baumumfeld";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"08-Wipfeldürre | 14-Baumfremder Bewuchs";"2-deutliche Schäden";"1-normal";;;"03";3458205.06125102;5439930.05295141;118
Nord;;3133;Gebäude 316;Rot-Fichte;Picea abies;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";154;20;11;1970;"01-Verletzung";"2-deutliche Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"03";3458202.19;5439898.233;118
Nord;;7006;Gebäude 701;Rot-Eiche;Quercus rubra;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";185;23;12;1965;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"1-normal";;;"07";3458589.664;5440590.93;118
Ost;"70.30";49;NO;Rot-Eiche;Quercus rubra;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";261;15;13;1960;;"0-keine Schäden";"01-Verletzung | 02-Höhlung";"1-leichte Schäden";"01-Verletzung | 07-Totholz";"2-deutliche Schäden";"1-normal";;;CO;3458700.35712639;5431813.3714709;118
Nord;;5080;Gebäude 526;Rot-Eiche;Quercus rubra;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"3-wiederherstellbar";"1-höher";"2-geschwächt";"2-Erwachsener Baum";157;22;13;1965;;"0-keine Schäden";;"0-keine Schäden";"07-Totholz";"1-leichte Schäden";"1-normal";;;"05";3458547.172;5440232.928;118
Nord;;4026;Karlsruher Allee;Serbische Fichte;Picea omorika;Einzelbaum;;"26.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";63;15;4;2000;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"2-einseitig";;;"04";3458559.69812588;5439841.41047564;118
Nord;;6045;Gebäude 618;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";123;14;10;1985;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"06";3458774.608;5440238.813;118
Nord;;3208;Gebäude 322;Douglasie;Pseudotsuga menziesii;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";123;18;9;1980;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"03";3458418.29;5439981.322;118
