"Campus";"Hausnummer";"Baumnummer";"Genauer Standort";"Art deutsch";"Art botanisch";"Einzelbaum/Gruppe";"Anzahl Bäume (Gruppe)";"Datum Kontrolle";"Nächste Kontrolle";"Kontrolleur";"Verkehrssicherheit";"Funktion";"Vitalität";"Physiologie";"O Stamm";"Höhe";"Ø Krone";"Pflanzjahr";"Symptom Wurzel";"Bewertung Wurzel";"Symptom Stamm";"Bewertung Stamm";"Symptom Krone";"Bewertung Krone";"Kronenform";"Symptom Gruppe";"Bewertung Gruppe";"Bereich";"Koordinate X";"Koordinate Y";"height_default"
Nord;;5052;Gebäude 515;Korkenzieher-Weide;Salix matsudana 'Tortuosa';Einzelbaum;;"27.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"4-Schadbaum";104;4;3;1985;;"0-keine Schäden";"01-Verletzung | 02-Höhlung | 03-Pilzbefall";"3-erhebliche Schäden";"10-Kappung";"3-erhebliche Schäden";"5-gekappt";;;"05";3458217.019;5440317.215;118
Nord;;4324;Gebäude 445;Rot-Eiche;Quercus rubra;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";173;20;14;1975;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"04";3458732.43012606;5440034.41447575;118
Nord;;4380;Gebäude 441;Tulpenbaum;Liriodendron tulipifera;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";107;22;7;1985;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"04";3458539.507;5440019.446;118
Ost;"70.13A";222;W;Robinie;Robinia pseudoacacia;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";163;24;10;1975;"02-Höhlung";"1-leichte Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;CO;3458320.82312598;5431861.03547094;118
Ost;"70.18";272;S;Rot-Fichte;Picea abies;Einzelbaum;;"19.11.2019";"2020 Q3";Holzheuer;"1-verkehrssicher";"1-höher";"5-abgestorben";"4-Schadbaum";167;7;4;1965;"02-Höhlung";"3-erhebliche Schäden";"02-Höhlung | 10-Baumfremder Bewuchs";"3-erhebliche Schäden";"10-Kappung | 14-Baumfremder Bewuchs";"3-erhebliche Schäden";"5-gekappt";;;CO;3458528.32225242;5431753.69394173;118
Ost;"70.03";111;NO;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"04.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";135;14;8;1965;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;CO;3458701.85912639;5431863.40447093;118
Nord;;6135;Fremdfirmengelände;Weiss-/Sandbirke;Betula pendula;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";91;20;8;1985;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"06";3458882.912;5440190.472;118
Nord;;3145;Gebäude 316;Schwarz-Kiefer;Pinus nigra;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";129;21;7;1970;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"03";3458216.256;5439944.338;118
Nord;;95;Joint Research Center;Gem. Rosskastanie;Aesculus hippocastanum;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";132;13;9;1980;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"00";3458749.89212604;5440880.98947624;118
Nord;;6316;Gebäude 687;;;Baumgruppe;52;"22.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";292;25;18;1900;;;;;;;"1-normal";;;"06";3459018.65183474;5440259.26032211;118
Ost;"70.16";198;NW;Hainbuche;Carpinus betulus;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";107;15;12;1980;;"0-keine Schäden";;"0-keine Schäden";"07-Totholz";"1-leichte Schäden";"1-normal";;;CO;3458338.445126;5431938.21747099;118
Nord;;5142;Gebäude 544;Rotbuche;Fagus sylvatica;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";126;19;13;1970;;"0-keine Schäden";"02-Höhlung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"05";3458584.096;5440439.88;118
Nord;;2154;Büchenauerstr.;Gem. Rosskastanie;Aesculus hippocastanum;Einzelbaum;;"02.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";145;13;9;1980;"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"02";3458512.67612584;5439590.7414755;118
Nord;;2064;Kantine;Trauben-Eiche;Quercus petraea;Einzelbaum;;"19.09.2019";"2021 Q1";Zapf;"3-wiederherstellbar";"1-höher";"2-geschwächt";"2-Erwachsener Baum";163;21;15;1950;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz";"1-leichte Schäden";"1-normal";;;"02";3458368.9782514;5439516.99495092;118
Nord;;62;Turm;Douglasie;Pseudotsuga menziesii;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";157;26;11;1960;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"00";3458630.46312593;5440430.57147598;118
Nord;;5149;Gebäude 574;Hainbuche;Carpinus betulus;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";79;9;8;1990;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"05";3458306.522;5440595.343;118
Nord;;6213;Gebäude 681;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";110;16;8;1980;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"06";3458757.384;5440536.208;118
Nord;;2070;Kantine;Rot-Eiche;Quercus rubra;Einzelbaum;;"19.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";131;22;16;1960;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"02";3458351.60812568;5439511.48747546;118
Nord;;4008;Leopoldshafener Allee;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";157;18;7;1970;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"04";3458474.609;5439813.217;118
Nord;;7018;Gebäude 706;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";53;9;7;2003;;"0-keine Schäden";"05-V-Vergabelung";"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"07";3458584.229;5440640.972;118
Nord;;3051;Gebäude 304;Rot-Eiche;Quercus rubra;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";248;24;17;1960;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"03";3458229.73225106;5439924.5549514;118
Nord;;3210;Gebäude 322;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";179;16;16;1970;"01-Verletzung | 04-Bodenverdichtung";"1-leichte Schäden";;"0-keine Schäden";"02-Höhlung";"1-leichte Schäden";"3-ausladend";;;"03";3458428.078;5439981.563;118
Nord;;5123;Gebäude 541;Weiss-/Sandbirke;Betula pendula;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";110;20;8;1970;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"05";3458568.55512587;5440365.33147594;118
Nord;;15;Tramhaltestelle;Gem. Rosskastanie;Aesculus hippocastanum;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";148;16;10;1975;"01-Verletzung";"1-leichte Schäden";"02-Höhlung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"00";3458544.71212585;5440148.19947582;118
Nord;;9019;Parkplatz ggü. Joint Research Center ;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"3-wiederherstellbar";"1-höher";"2-geschwächt";"2-Erwachsener Baum";145;12;13;1970;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung | 07-Totholz | 08-Wipfeldürre";"1-leichte Schäden";"3-ausladend";;;"09";3458717.871252;5440874.37795248;118
Nord;;5110;Gebäude 521;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"09.10.2019";"2024 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"1-Jungbaum";22;7;3;2012;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"05";3458496.273;5440281.115;118
Nord;;6061;Gebäude 604;Stiel-Eiche;Quercus robur;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";119;18;12;1975;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"06";3458750.555;5440058.884;118
Nord;;1212;Präsidium ;Rot-Eiche;Quercus rubra;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";170;22;17;1970;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"3-ausladend";;;"01";3458261.77925114;5439771.00095122;118
Nord;;4354;Gebäude 449;Vogel-, Süss-Kirsche;Prunus avium;Einzelbaum;;"15.05.2018";"2020 Q4";SVBüro-Strasser;"1-verkehrssicher";"1-höher";"1-vital";"1-Jungbaum";25;6;3;2010;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"04";3458661.948;5439971.03;118
Nord;;7005;Gebäude 701;Vogel-, Süss-Kirsche;Prunus avium;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";101;22;8;1965;"02-Höhlung | 07-Baumumfeld";"2-deutliche Schäden";;"0-keine Schäden";"11-Astab-/ausbruch";"1-leichte Schäden";"1-normal";;;"07";3458585.477;5440587.52;118
Nord;;2311;Parkplatz Pforte Süd;Ginkgobaum;Ginkgo biloba;Einzelbaum;;"25.05.2018";"2020 Q4";SVBüro-Radüge;"1-verkehrssicher";"1-höher";"2-geschwächt";"1-Jungbaum";28;4;2;2010;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"02";3458343.28912567;5439540.86047547;118
Nord;;27;Turm;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";160;20;13;1960;"01-Verletzung";"1-leichte Schäden";"04-Riss/Rippe";"2-deutliche Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"00";3458577.72212588;5440288.68547589;118
Nord;;1101;Präsidium;Hainbuche;Carpinus betulus;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";57;9;8;2000;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"01";3458321.24912564;5439688.27847556;118
Nord;;2161;Büchenauerstr.;Gem. Rosskastanie;Aesculus hippocastanum;Einzelbaum;;"02.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"4-Schadbaum";123;11;8;1985;;"0-keine Schäden";"02-Höhlung";"3-erhebliche Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"1-normal";;;"02";3458613.914;5439562.777;118
Nord;;7052;Gebäude 720;Rot-Eiche;Quercus rubra;Einzelbaum;;"30.05.2018";"2020 Q4";SVBüro-Strasser;"1-verkehrssicher";"2-normal";"2-geschwächt";"1-Jungbaum";22;3;1;2014;;"0-keine Schäden";;"0-keine Schäden";"08-Wipfeldürre";"1-leichte Schäden";"1-normal";;;"07";3458455.858;5440706.315;118
Nord;;67;Turm;Tulpenbaum;Liriodendron tulipifera;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";60;12;8;2000;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"00";3458627.36725186;5440455.81595198;118
Nord;;37;Turm;Rot-Fichte;Picea abies;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";119;17;7;1985;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"00";3458609.26812591;5440339.38047593;118
Nord;;9016;Parkplatz ggü. Joint Research Center ;Spitz-Ahorn;Acer platanoides;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"3-wiederherstellbar";"1-höher";"1-vital";"2-Erwachsener Baum";167;15;14;1970;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung | 02-Höhlung | 07-Totholz";"1-leichte Schäden";"3-ausladend";;;"09";3458722.96325202;5440901.0309525;118
Nord;;3243;Gebäude 341;Rot-Eiche;Quercus rubra;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";198;22;18;1965;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"1-normal";;;"03";3458488.591;5440028.302;118
Ost;"70.18";264;S;Hainbuche;Carpinus betulus;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;13;11;1980;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;CO;3458455.86712613;5431738.06047086;118
Nord;;88;Nördlich Turm;Gem. Rosskastanie;Aesculus hippocastanum;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";97;10;7;1970;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"00";3458717.93612601;5440767.46047617;118
Nord;;1297;Landesstraße;Rotbuche;Fagus sylvatica;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;23;10;1960;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"01";3458175.1131255;5439401.43747539;118
Nord;;3281;Gebäude 341;Sommer-Linde;Tilia platyphyllos;Einzelbaum;;"24.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";110;17;9;1980;"01-Verletzung";"1-leichte Schäden";"11-Stamm- Stockaustriebe";"1-leichte Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"1-normal";;;"03";3458450.44012576;5440053.12447577;118
Nord;;1328;Landesstraße ;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"20.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"3-Altbaum";163;32;13;1950;"08-Belagsanhebung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"01";3458019.02112533;5439419.76947542;118
Nord;;1119;Präsidium;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";135;23;9;1960;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458350.88512567;5439722.45347558;118
Nord;;4271;Gebäude 433;Winter-Linde;Tilia cordata;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";50;7;5;2005;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"04";3458730.988;5439828.162;118
Nord;;3139;Gebäude 316;Stiel-Eiche;Quercus robur;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";57;9;6;2000;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"03";3458213.578;5439924.693;118
Nord;;10025;Nordeingang;Rotbuche;Fagus sylvatica;Einzelbaum;;"14.10.2019";"2020 Q3";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"3-Altbaum";160;30;15;1935;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"10";3459059.711;5441953.755;118
Nord;;2230;Gebäudemanagement;Rotbuche;Fagus sylvatica;Einzelbaum;;"02.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";123;14;10;1975;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"01-Verletzung";"2-deutliche Schäden";"4-reduziert";;;"02";3458791.728;5439516.262;118
Nord;;7061;Gebäude 712;Stiel-Eiche;Quercus robur;Einzelbaum;;"11.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";91;14;10;1980;;"0-keine Schäden";;"0-keine Schäden";"05-V-Vergabelung";"1-leichte Schäden";"1-normal";;;"07";3458431.663;5440696.666;118
Nord;;3248;Gebäude 341;Stiel-Eiche;Quercus robur;Einzelbaum;;"24.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"3-Altbaum";223;21;14;1935;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"01-Verletzung | 02-Höhlung | 10-Kappung";"2-deutliche Schäden";"1-normal";;;"03";3458497.37512581;5440053.29547577;118
Nord;;1342;Messstation;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"16.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";151;30;11;1940;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458170.76512549;5439431.37647541;118
Ost;"70.13A";201;W;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"05.02.2019";"2020 Q3";R.Kastner;"1-verkehrssicher";"2-normal";"2-geschwächt";"2-Erwachsener Baum";167;18;7;1960;;"0-keine Schäden";"01-Verletzung";"2-deutliche Schäden";"01-Verletzung";"2-deutliche Schäden";"3-ausladend";;;CO;3458311.06812597;5431920.86547098;118
Nord;;4200;Weingartener Straße ;Douglasie;Pseudotsuga menziesii;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";88;17;7;1990;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"04";3458773.292;5439912.039;118
Nord;;52;Turm;Rot-Fichte;Picea abies;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";91;21;7;1985;"01-Verletzung | 02-Höhlung";"2-deutliche Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"00";3458612.19212591;5440397.26447596;118
Nord;;6308;Gebäude 660;Esche;Fraxinus excelsior;Einzelbaum;;"08.10.2019";"2022 Q2";Zapf;"1-verkehrssicher";"2-normal";"2-geschwächt";"1-Jungbaum";28;4;3;2014;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"06";3458760.98;5440343.254;118
Nord;;10007;Nordeingang;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"14.10.2019";"2020 Q3";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"3-Altbaum";132;29;10;1935;;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"10";3459028.664;5441839.979;118
Nord;;6210;Gebäude 681;Robinie;Robinia pseudoacacia;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";170;14;12;1975;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"06";3458784.93612609;5440526.81347603;118
Nord;;3302;Gebäude 351;Mammutbaum;Sequoiadendron giganteum;Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";320;21;9;1950;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"03";3458196.028;5440098.4;118
Nord;;4289;Gebäude 439;Linde;Tilia x;Einzelbaum;;"07.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";79;10;7;1995;"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"04";3458854.293;5439823.706;118
Nord;;10023;Nordeingang;Rotbuche;Fagus sylvatica;Einzelbaum;;"14.10.2019";"2020 Q3";Zapf;"4-nicht verkehrssicher";"1-höher";"4-abgängig";"4-Schadbaum";138;25;13;1950;;"0-keine Schäden";;"0-keine Schäden";"07-Totholz | 08-Wipfeldürre";"3-erhebliche Schäden";"1-normal";;;"10";3459047.7781263;5441922.80447683;118
Nord;;3158;Gebäude 330;Blut-Buche;Fagus sylvatica 'Atropunicea';Einzelbaum;;"25.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";119;16;11;1980;"01-Verletzung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";;"0-keine Schäden";"1-normal";;;"03";3458121.655;5440022.377;118
Nord;;3022;Eggensteinerstr.;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";160;20;10;1975;;"0-keine Schäden";;"0-keine Schäden";"11-Astab-/ausbruch | 14-Baumfremder Bewuchs";"2-deutliche Schäden";"1-normal";;;"03";3458349.432;5439814.909;118
Nord;;5058;Gebäude 512;Stiel-Eiche;Quercus robur;Einzelbaum;;"27.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";113;15;11;1950;"05-Bodenauftrag";"1-leichte Schäden";"01-Verletzung";"2-deutliche Schäden";;"0-keine Schäden";"1-normal";;;"05";3458270.94512556;5440273.32847591;118
Nord;;6043;Gebäude 618;Baum-Hasel;Corylus colurna;Einzelbaum;;"08.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";151;13;8;1990;"01-Verletzung";"1-leichte Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"1-normal";;;"06";3458776.812;5440250.659;118
Nord;;6257;Gebäude 687;Rotbuche;Fagus sylvatica;Einzelbaum;;"10.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";116;22;14;1950;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"06";3458887.083;5440581.909;118
Nord;;41;Turm;Rot-Fichte;Picea abies;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";157;25;8;1970;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"00";3458593.5551259;5440367.64047594;118
Nord;;1029;Fortbildungszentrum ;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"20.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"2-Erwachsener Baum";195;16;11;1965;;"0-keine Schäden";;"0-keine Schäden";"10-Kappung | 11-Astab-/ausbruch | 14-Baumfremder Bewuchs";"2-deutliche Schäden";"5-gekappt";;;"01";3458303.43712563;5439526.90847547;118
Nord;;1326;Landesstraße;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"20.09.2019";"2020 Q2";Zapf;"1-verkehrssicher";"1-höher";"1-vital";"3-Altbaum";154;32;11;1950;;"0-keine Schäden";;"0-keine Schäden";"14-Baumfremder Bewuchs";"1-leichte Schäden";"1-normal";;;"01";3458024.76912534;5439421.66147541;118
Nord;;6179;Gebäude 696;Edel-, Esskastanie;Castanea sativa;Einzelbaum;;"09.10.2019";"2021 Q2";Zapf;"1-verkehrssicher";"3-geringer";"1-vital";"2-Erwachsener Baum";135;19;14;1965;;"0-keine Schäden";"01-Verletzung | 05-V-Vergabelung";"1-leichte Schäden";"01-Verletzung";"1-leichte Schäden";"1-normal";;;"06";3458728.13012603;5440428.74347598;118
Nord;;4335;Gebäude 445;Blut-Buche;Fagus sylvatica 'Atropunicea';Einzelbaum;;"26.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"2-normal";"1-vital";"2-Erwachsener Baum";69;13;7;1990;;"0-keine Schäden";;"0-keine Schäden";"01-Verletzung";"1-leichte Schäden";"2-einseitig";;;"04";3458737.12;5439974.117;118
Nord;;1092;Präsidium;Gemeine Kiefer, Föhre;Pinus sylvestris;Einzelbaum;;"17.09.2019";"2021 Q1";Zapf;"1-verkehrssicher";"1-höher";"2-geschwächt";"2-Erwachsener Baum";126;24;9;1960;;"0-keine Schäden";;"0-keine Schäden";;"0-keine Schäden";"1-normal";;;"01";3458338.87212566;5439670.97347555;118
